Store,Date,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
16,2015-01-14,3,4579.59,620,1,0,0,0
16,2015-01-15,4,4949.03,550,1,0,0,0
16,2015-01-16,5,6914.4,831,1,0,0,0
16,2015-01-17,6,6025.55,747,1,0,0,0
16,2015-01-18,7,0.0,0,0,0,0,0
16,2015-01-19,1,6192.07,707,1,1,0,0
16,2015-01-20,2,5831.69,782,1,1,0,0
16,2015-01-21,3,4744.07,495,1,1,0,0
16,2015-01-22,4,5610.76,696,1,1,0,0
16,2015-01-23,5,7943.27,796,1,1,0,0
16,2015-01-24,6,8943.94,1077,1,1,0,0
16,2015-01-25,7,0.0,0,0,1,0,0
16,2015-01-26,1,4357.21,501,1,0,0,0
16,2015-01-27,2,5750.49,672,1,0,0,0
16,2015-01-28,3,4878.13,500,1,0,0,0
16,2015-01-29,4,5910.54,656,1,0,0,0
16,2015-01-30,5,5271.69,581,1,0,0,0
16,2015-01-31,6,5962.22,715,1,0,0,0
16,2015-02-01,7,0.0,0,0,0,0,0
16,2015-02-02,1,6694.49,815,1,1,0,0
16,2015-02-03,2,5911.55,686,1,1,0,0
16,2015-02-04,3,6313.95,747,1,1,0,0
16,2015-02-05,4,6369.31,765,1,1,0,0
16,2015-02-06,5,6248.39,634,1,1,0,0
16,2015-02-07,6,9263.56,958,1,1,0,0
16,2015-02-08,7,0.0,0,0,1,0,0
16,2015-02-09,1,5597.11,665,1,0,0,0
16,2015-02-10,2,4588.82,545,1,0,0,0
16,2015-02-11,3,4186.8,546,1,0,0,0
16,2015-02-12,4,5453.52,691,1,0,0,0
16,2015-02-13,5,5710.16,598,1,0,0,0
16,2015-02-14,6,0.0,0,0,0,0,0
16,2015-02-15,7,0.0,0,0,0,0,0
16,2015-02-16,1,5679.8,648,1,1,0,0
16,2015-02-17,2,6225.88,771,1,1,0,0
16,2015-02-18,3,6579.21,873,1,1,0,0
16,2015-02-19,4,6581.75,793,1,1,0,0
16,2015-02-20,5,7381.69,751,1,1,0,0
16,2015-02-21,6,7598.16,932,1,1,0,0
16,2015-02-22,7,0.0,0,0,1,0,0
16,2015-02-23,1,4458.26,588,1,0,0,0
16,2015-02-24,2,6361.0,684,1,0,0,0
16,2015-02-25,3,4462.65,575,1,0,0,0
16,2015-02-26,4,5236.55,572,1,0,0,0
16,2015-02-27,5,5225.88,667,1,0,0,0
16,2015-02-28,6,7663.02,917,1,0,0,0
16,2015-03-01,7,0.0,0,0,0,0,0
16,2015-03-02,1,8473.26,975,1,1,0,0
16,2015-03-03,2,7188.73,959,1,1,0,0
16,2015-03-04,3,7090.06,1261,1,1,0,0
16,2015-03-05,4,8483.52,1080,1,1,0,0
16,2015-03-06,5,8779.63,1290,1,1,0,0
16,2015-03-07,6,10003.85,1155,1,1,0,0
16,2015-03-08,7,0.0,0,0,1,0,0
16,2015-03-09,1,7003.99,811,1,0,0,0
16,2015-03-10,2,7866.79,857,1,0,0,0
16,2015-03-11,3,6090.41,771,1,0,0,0
16,2015-03-12,4,7021.84,858,1,0,0,0
16,2015-03-13,5,6349.8,745,1,0,0,0
16,2015-03-14,6,9537.29,1026,1,0,0,0
16,2015-03-15,7,0.0,0,0,0,0,0
16,2015-03-16,1,8473.44,1118,1,1,0,0
16,2015-03-17,2,7679.44,854,1,1,0,0
16,2015-03-18,3,6876.01,877,1,1,0,0
16,2015-03-19,4,8187.38,989,1,1,0,0
16,2015-03-20,5,8702.78,993,1,1,0,0
16,2015-03-21,6,10149.51,1225,1,1,0,0
16,2015-03-22,7,0.0,0,0,1,0,0
16,2015-03-23,1,9246.46,1063,1,0,0,0
16,2015-03-24,2,6994.77,847,1,0,0,0
16,2015-03-25,3,6685.26,741,1,0,0,0
16,2015-03-26,4,6559.32,758,1,0,0,0
16,2015-03-27,5,8374.37,903,1,0,0,0
16,2015-03-28,6,8586.78,935,1,0,0,0
16,2015-03-29,7,0.0,0,0,0,0,0
16,2015-03-30,1,7531.16,1031,1,1,0,0
16,2015-03-31,2,10134.37,967,1,1,b,0
16,2015-04-01,3,10024.3,1225,1,1,b,0
16,2015-04-02,4,8328.54,1042,1,1,0,0
16,2015-04-03,5,9076.53,1159,1,1,0,0
16,2015-04-04,6,10781.24,1331,1,1,0,0
16,2015-04-05,7,0.0,0,0,1,b,0
16,2015-04-06,1,10779.42,1296,1,0,b,0
16,2015-04-07,2,6849.54,816,1,0,0,0
16,2015-04-08,3,0.0,0,0,0,0,0
16,2015-04-09,4,6054.25,709,1,0,0,0
16,2015-04-10,5,8390.28,978,1,0,0,1
16,2015-04-11,6,9822.91,1200,1,0,0,1
16,2015-04-12,7,0.0,0,0,0,0,1
16,2015-04-13,1,9120.75,1195,1,1,0,1
16,2015-04-14,2,8230.85,1101,1,1,0,1
16,2015-04-15,3,8690.38,912,1,1,0,1
16,2015-04-16,4,8381.85,1176,1,1,0,1
16,2015-04-17,5,0.0,0,0,1,0,1
16,2015-04-18,6,11456.96,1457,1,1,0,1
16,2015-04-19,7,0.0,0,0,1,0,1
16,2015-04-20,1,11819.92,1576,1,0,b,1
16,2015-04-21,2,9548.78,1175,1,0,b,1
16,2015-04-22,3,6453.98,732,1,0,0,1
16,2015-04-23,4,6347.95,730,1,0,0,1
16,2015-04-24,5,7685.39,880,1,0,0,1
16,2015-04-25,6,9334.02,1060,1,0,0,0
16,2015-04-26,7,0.0,0,0,0,0,0
16,2015-04-27,1,9541.23,1093,1,1,0,0
16,2015-04-28,2,8003.89,878,1,1,0,0
16,2015-04-29,3,9332.94,962,1,1,0,0
16,2015-04-30,4,7932.04,949,1,1,0,0
16,2015-05-01,5,9756.35,1078,1,1,a,0
16,2015-05-02,6,11477.14,1241,1,1,0,0
16,2015-05-03,7,0.0,0,0,1,0,0
16,2015-05-04,1,7711.9,864,1,0,0,0
16,2015-05-05,2,7023.75,824,1,0,0,0
16,2015-05-06,3,6936.73,901,1,0,0,0
16,2015-05-07,4,7382.65,925,1,0,0,0
16,2015-05-08,5,8371.43,990,1,0,0,0
16,2015-05-09,6,9232.49,1101,1,0,0,0
16,2015-05-10,7,0.0,0,0,0,0,0
16,2015-05-11,1,0.0,0,0,1,0,0
16,2015-05-12,2,6967.31,915,1,1,0,0
16,2015-05-13,3,8936.97,859,1,1,0,0
16,2015-05-14,4,8377.11,1279,1,1,0,0
16,2015-05-15,5,10009.4,1147,1,1,0,0
16,2015-05-16,6,12520.08,1288,1,1,0,0
16,2015-05-17,7,0.0,0,0,1,0,0
16,2015-05-18,1,8587.02,1005,1,0,0,0
16,2015-05-19,2,6049.48,905,1,0,0,0
16,2015-05-20,3,6068.02,759,1,0,0,0
16,2015-05-21,4,6868.42,810,1,0,0,0
16,2015-05-22,5,7193.81,843,1,0,0,0
16,2015-05-23,6,9305.06,1041,1,0,0,0
16,2015-05-24,7,0.0,0,0,0,0,0
16,2015-05-25,1,9203.69,924,1,1,0,0
16,2015-05-26,2,8879.4,950,1,1,0,0
16,2015-05-27,3,7277.22,776,1,1,0,0
16,2015-05-28,4,8576.9,996,1,1,0,0
16,2015-05-29,5,9965.27,1348,1,1,0,0
16,2015-05-30,6,11627.02,1442,1,1,0,0
16,2015-05-31,7,0.0,0,0,1,0,0
16,2015-06-01,1,7613.21,990,1,0,0,0
16,2015-06-02,2,7052.11,883,1,0,0,0
16,2015-06-03,3,5524.18,716,1,0,0,0
16,2015-06-04,4,0.0,0,0,0,0,0
16,2015-06-05,5,7767.49,991,1,0,0,0
16,2015-06-06,6,7411.49,808,1,0,0,0
16,2015-06-07,7,0.0,0,0,0,0,0
16,2015-06-08,1,9332.71,1154,1,1,0,0
16,2015-06-09,2,7866.71,1051,1,1,0,0
16,2015-06-10,3,6521.74,790,1,1,0,0
16,2015-06-11,4,8596.26,1136,1,1,0,0
16,2015-06-12,5,8009.6,854,1,1,0,0
16,2015-06-13,6,9162.94,1063,1,1,0,0
16,2015-06-14,7,0.0,0,0,1,0,0
16,2015-06-15,1,7682.47,925,1,0,0,0
16,2015-06-16,2,5907.99,573,1,0,0,0
16,2015-06-17,3,6184.91,728,1,0,0,0
16,2015-06-18,4,0.0,0,0,0,0,0
16,2015-06-19,5,7245.63,835,1,0,0,0
16,2015-06-20,6,9546.08,1518,1,0,0,0
16,2015-06-21,7,0.0,0,0,0,0,0
16,2015-06-22,1,10106.52,1423,1,1,0,0
16,2015-06-23,2,8407.11,910,1,1,0,0
16,2015-06-24,3,7241.44,1053,1,1,0,0
16,2015-06-25,4,7833.18,809,1,1,0,0
16,2015-06-26,5,7547.59,886,1,1,0,0
16,2015-06-27,6,10911.65,1377,1,1,0,0
16,2015-06-28,7,0.0,0,0,1,0,0
16,2015-06-29,1,9112.9,1130,1,0,0,0
16,2015-06-30,2,5865.79,660,1,0,0,0
16,2015-07-01,3,5239.92,638,1,0,0,1
16,2015-07-02,4,5983.63,670,1,0,0,1
16,2015-07-03,5,6742.49,874,1,0,0,1
16,2015-07-04,6,7521.27,1045,1,0,0,1
16,2015-07-05,7,0.0,0,0,0,0,1
16,2015-07-06,1,8176.08,946,1,1,0,1
16,2015-07-07,2,6884.48,934,1,1,0,1
16,2015-07-08,3,7773.97,916,1,1,0,1
16,2015-07-09,4,7444.8,934,1,1,0,1
16,2015-07-10,5,8348.93,950,1,1,0,1
16,2015-07-11,6,8927.5,1146,1,1,0,1
16,2015-07-12,7,0.0,0,0,1,0,1
16,2015-07-13,1,6522.6,855,1,0,0,1
16,2015-07-14,2,7185.03,869,1,0,0,1
16,2015-07-15,3,4131.81,414,1,0,0,1
16,2015-07-16,4,6442.83,683,1,0,0,1
16,2015-07-17,5,7144.06,951,1,0,0,1
16,2015-07-18,6,7844.43,957,1,0,0,1
16,2015-07-19,7,0.0,0,0,0,0,1
16,2015-07-20,1,8155.89,910,1,1,0,1
16,2015-07-21,2,6890.64,808,1,1,0,1
16,2015-07-22,3,6437.9,666,1,1,0,1
16,2015-07-23,4,8587.41,1162,1,1,0,1
16,2015-07-24,5,7805.15,976,1,1,0,1
16,2015-07-25,6,9480.47,896,1,1,0,1
16,2015-07-26,7,0.0,0,0,1,0,1
16,2015-07-27,1,6332.96,710,1,0,0,1
16,2015-07-28,2,6869.84,831,1,0,0,1
16,2015-07-29,3,6048.21,706,1,0,0,1
16,2015-07-30,4,4814.31,561,1,0,0,1
16,2015-07-31,5,6151.13,785,1,0,0,1
17,2013-01-01,2,5418.4,617,1,0,a,1
17,2013-01-02,3,4988.05,510,1,0,0,1
17,2013-01-03,4,4083.72,496,1,0,0,1
17,2013-01-04,5,0.0,0,0,0,0,1
17,2013-01-05,6,8312.72,987,1,0,0,1
17,2013-01-06,7,0.0,0,0,0,0,0
17,2013-01-07,1,6016.04,660,1,1,0,0
17,2013-01-08,2,5614.62,757,1,1,0,0
17,2013-01-09,3,6043.76,675,1,1,0,0
17,2013-01-10,4,6025.42,707,1,1,0,0
17,2013-01-11,5,8123.94,830,1,1,0,0
17,2013-01-12,6,9468.0,1016,1,1,0,0
17,2013-01-13,7,0.0,0,0,1,0,0
17,2013-01-14,1,6929.14,936,1,0,0,0
17,2013-01-15,2,4426.32,480,1,0,0,0
17,2013-01-16,3,5272.25,768,1,0,0,0
17,2013-01-17,4,5465.31,606,1,0,0,0
17,2013-01-18,5,6063.98,827,1,0,0,0
17,2013-01-19,6,6530.21,715,1,0,0,0
17,2013-01-20,7,0.0,0,0,0,0,0
17,2013-01-21,1,5864.01,681,1,1,0,0
17,2013-01-22,2,5919.38,640,1,1,0,0
17,2013-01-23,3,5841.4,712,1,1,0,0
17,2013-01-24,4,5692.8,714,1,1,0,0
17,2013-01-25,5,8488.46,1093,1,1,0,0
17,2013-01-26,6,7284.1,1057,1,1,0,0
17,2013-01-27,7,0.0,0,0,1,0,0
17,2013-01-28,1,5288.12,653,1,0,0,0
17,2013-01-29,2,5191.78,688,1,0,0,0
17,2013-01-30,3,5860.4,612,1,0,0,0
17,2013-01-31,4,5884.23,739,1,0,0,0
17,2013-02-01,5,6467.0,785,1,0,0,0
17,2013-02-02,6,7645.56,975,1,0,0,0
17,2013-02-03,7,0.0,0,0,0,0,0
17,2013-02-04,1,7759.48,868,1,1,0,0
17,2013-02-05,2,0.0,0,0,1,0,0
17,2013-02-06,3,5036.11,571,1,1,0,0
17,2013-02-07,4,6471.03,796,1,1,0,0
17,2013-02-08,5,7432.61,991,1,1,0,0
17,2013-02-09,6,7171.6,936,1,1,0,0
17,2013-02-10,7,0.0,0,0,1,0,0
17,2013-02-11,1,6331.25,721,1,0,0,0
17,2013-02-12,2,3857.28,454,1,0,0,0
17,2013-02-13,3,5773.5,756,1,0,0,0
17,2013-02-14,4,4566.32,514,1,0,0,0
17,2013-02-15,5,6024.97,696,1,0,0,0
17,2013-02-16,6,7790.85,857,1,0,0,0
17,2013-02-17,7,0.0,0,0,0,0,0
17,2013-02-18,1,6453.49,715,1,1,0,0
17,2013-02-19,2,7042.93,819,1,1,0,0
17,2013-02-20,3,6170.83,677,1,1,0,0
17,2013-02-21,4,5047.58,543,1,1,0,0
17,2013-02-22,5,7173.86,784,1,1,0,0
17,2013-02-23,6,7770.04,907,1,1,0,0
17,2013-02-24,7,0.0,0,0,1,0,0
17,2013-02-25,1,4683.32,542,1,0,0,0
17,2013-02-26,2,5046.27,617,1,0,0,0
17,2013-02-27,3,4867.18,573,1,0,0,0
17,2013-02-28,4,4925.52,590,1,0,0,0
17,2013-03-01,5,7433.82,1068,1,0,0,0
17,2013-03-02,6,9258.06,1164,1,0,0,0
17,2013-03-03,7,0.0,0,0,0,0,0
17,2013-03-04,1,9957.59,1105,1,1,0,0
17,2013-03-05,2,8777.85,1018,1,1,0,0
17,2013-03-06,3,7485.4,810,1,1,0,0
17,2013-03-07,4,6495.2,741,1,1,0,0
17,2013-03-08,5,10275.79,1251,1,1,0,0
17,2013-03-09,6,9539.57,1087,1,1,0,0
17,2013-03-10,7,0.0,0,0,1,0,0
17,2013-03-11,1,6636.86,748,1,0,0,0
17,2013-03-12,2,7396.44,864,1,0,0,0
17,2013-03-13,3,5556.3,536,1,0,0,0
17,2013-03-14,4,7051.87,750,1,0,0,0
17,2013-03-15,5,7235.02,1133,1,0,0,0
17,2013-03-16,6,10219.97,1083,1,0,0,0
17,2013-03-17,7,0.0,0,0,0,0,0
17,2013-03-18,1,7225.7,802,1,1,0,0
17,2013-03-19,2,8195.23,1076,1,1,0,0
17,2013-03-20,3,7938.54,790,1,1,0,0
17,2013-03-21,4,6871.13,737,1,1,0,0
17,2013-03-22,5,7932.19,910,1,1,0,0
17,2013-03-23,6,9404.82,1146,1,1,0,0
17,2013-03-24,7,0.0,0,0,1,0,0
17,2013-03-25,1,6797.53,959,1,0,0,0
17,2013-03-26,2,6629.08,753,1,0,0,0
17,2013-03-27,3,5862.11,603,1,0,0,0
17,2013-03-28,4,5643.65,574,1,0,0,0
17,2013-03-29,5,7387.54,875,1,0,0,0
17,2013-03-30,6,7321.3,969,1,0,0,0
17,2013-03-31,7,0.0,0,0,0,b,0
17,2013-04-01,1,12623.24,1545,1,1,b,0
17,2013-04-02,2,6641.23,717,1,1,0,0
17,2013-04-03,3,5418.14,825,1,1,0,0
17,2013-04-04,4,8240.99,1015,1,1,0,0
17,2013-04-05,5,11899.48,1396,1,1,b,0
17,2013-04-06,6,13731.73,1724,1,1,b,0
17,2013-04-07,7,0.0,0,0,1,0,0
17,2013-04-08,1,6068.39,725,1,0,0,0
17,2013-04-09,2,6553.98,797,1,0,0,0
17,2013-04-10,3,7765.08,785,1,0,0,1
17,2013-04-11,4,7398.97,976,1,0,0,1
17,2013-04-12,5,8960.45,928,1,0,0,1
17,2013-04-13,6,9873.55,1255,1,0,0,1
17,2013-04-14,7,0.0,0,0,0,0,1
17,2013-04-15,1,9463.24,1074,1,1,0,1
17,2013-04-16,2,9046.6,1109,1,1,0,1
17,2013-04-17,3,8070.55,1034,1,1,0,1
17,2013-04-18,4,6795.27,815,1,1,0,1
17,2013-04-19,5,9140.63,1115,1,1,0,1
17,2013-04-20,6,15770.39,1953,1,1,b,1
17,2013-04-21,7,0.0,0,0,1,b,1
17,2013-04-22,1,6957.7,842,1,0,0,1
17,2013-04-23,2,8543.58,903,1,0,0,1
17,2013-04-24,3,6254.61,652,1,0,0,1
17,2013-04-25,4,7157.76,851,1,0,0,0
17,2013-04-26,5,7407.04,802,1,0,0,0
17,2013-04-27,6,0.0,0,0,0,0,0
17,2013-04-28,7,0.0,0,0,0,0,0
17,2013-04-29,1,10142.59,1470,1,1,0,0
17,2013-04-30,2,0.0,0,0,1,0,0
17,2013-05-01,3,8175.67,903,1,1,a,0
17,2013-05-02,4,7855.69,906,1,1,0,0
17,2013-05-03,5,9827.47,1252,1,1,0,0
17,2013-05-04,6,9844.28,1223,1,1,0,0
17,2013-05-05,7,0.0,0,0,1,0,0
17,2013-05-06,1,7506.99,781,1,0,0,0
17,2013-05-07,2,6628.3,816,1,0,0,0
17,2013-05-08,3,5726.01,672,1,0,0,0
17,2013-05-09,4,6868.53,750,1,0,0,0
17,2013-05-10,5,8867.94,864,1,0,0,0
17,2013-05-11,6,9148.16,970,1,0,0,0
17,2013-05-12,7,0.0,0,0,0,0,0
17,2013-05-13,1,10319.11,1306,1,1,0,0
17,2013-05-14,2,7703.54,853,1,1,0,0
17,2013-05-15,3,7661.67,1003,1,1,0,0
17,2013-05-16,4,9203.2,1224,1,1,0,0
17,2013-05-17,5,8903.3,945,1,1,0,0
17,2013-05-18,6,11863.06,1507,1,1,0,0
17,2013-05-19,7,0.0,0,0,1,0,0
17,2013-05-20,1,7119.46,901,1,0,0,0
17,2013-05-21,2,6485.85,769,1,0,0,0
17,2013-05-22,3,6814.4,1062,1,0,0,0
17,2013-05-23,4,6152.5,772,1,0,0,0
17,2013-05-24,5,8843.77,993,1,0,0,0
17,2013-05-25,6,8655.87,948,1,0,0,0
17,2013-05-26,7,0.0,0,0,0,0,0
17,2013-05-27,1,9110.83,1261,1,1,0,0
17,2013-05-28,2,8699.08,1067,1,1,0,0
17,2013-05-29,3,7124.3,830,1,1,0,0
17,2013-05-30,4,8235.86,960,1,1,0,0
17,2013-05-31,5,8754.13,939,1,1,0,0
17,2013-06-01,6,9698.26,1067,1,1,0,0
17,2013-06-02,7,0.0,0,0,1,0,0
17,2013-06-03,1,7768.26,1023,1,0,0,0
17,2013-06-04,2,5799.8,520,1,0,0,0
17,2013-06-05,3,6377.49,706,1,0,0,0
17,2013-06-06,4,6978.12,996,1,0,0,0
17,2013-06-07,5,7466.13,801,1,0,0,0
17,2013-06-08,6,7260.66,944,1,0,0,0
17,2013-06-09,7,0.0,0,0,0,0,0
17,2013-06-10,1,8451.9,1091,1,1,0,0
17,2013-06-11,2,7491.65,871,1,1,0,0
17,2013-06-12,3,7611.53,863,1,1,0,0
17,2013-06-13,4,6321.44,870,1,1,0,0
17,2013-06-14,5,8847.52,1084,1,1,0,0
17,2013-06-15,6,9256.56,988,1,1,0,0
17,2013-06-16,7,0.0,0,0,1,0,0
17,2013-06-17,1,7730.72,805,1,0,0,0
17,2013-06-18,2,6541.42,750,1,0,0,0
17,2013-06-19,3,6837.24,736,1,0,0,0
17,2013-06-20,4,6676.74,892,1,0,0,0
17,2013-06-21,5,6272.95,739,1,0,0,0
17,2013-06-22,6,8099.19,1246,1,0,0,0
17,2013-06-23,7,0.0,0,0,0,0,0
17,2013-06-24,1,8486.61,1051,1,1,0,0
17,2013-06-25,2,6326.66,718,1,1,0,0
17,2013-06-26,3,7501.87,940,1,1,0,0
17,2013-06-27,4,8443.4,1263,1,1,0,0
17,2013-06-28,5,7006.95,896,1,1,0,0
17,2013-06-29,6,9511.7,1080,1,1,0,0
17,2013-06-30,7,0.0,0,0,1,0,0
17,2013-07-01,1,7016.74,776,1,0,0,1
17,2013-07-02,2,6986.35,1191,1,0,0,1
17,2013-07-03,3,6888.65,756,1,0,0,1
17,2013-07-04,4,4755.18,521,1,0,0,1
17,2013-07-05,5,0.0,0,0,0,0,1
17,2013-07-06,6,0.0,0,0,0,0,1
17,2013-07-07,7,0.0,0,0,0,0,1
17,2013-07-08,1,8344.7,950,1,1,0,1
17,2013-07-09,2,7217.76,969,1,1,0,1
17,2013-07-10,3,7638.08,822,1,1,0,1
17,2013-07-11,4,8020.45,864,1,1,0,1
17,2013-07-12,5,8684.3,926,1,1,0,1
17,2013-07-13,6,9103.43,1230,1,1,0,1
17,2013-07-14,7,0.0,0,0,1,0,1
17,2013-07-15,1,5687.1,804,1,0,0,1
17,2013-07-16,2,5752.29,592,1,0,0,1
17,2013-07-17,3,4655.06,539,1,0,0,1
17,2013-07-18,4,5552.09,691,1,0,0,1
17,2013-07-19,5,6035.42,842,1,0,0,1
17,2013-07-20,6,7629.2,783,1,0,0,1
17,2013-07-21,7,0.0,0,0,0,0,1
17,2013-07-22,1,7958.46,871,1,1,0,1
17,2013-07-23,2,7534.66,918,1,1,0,1
17,2013-07-24,3,6384.16,738,1,1,0,1
17,2013-07-25,4,7593.41,914,1,1,0,1
17,2013-07-26,5,9786.98,1183,1,1,0,1
17,2013-07-27,6,11351.0,1288,1,1,0,1
17,2013-07-28,7,0.0,0,0,1,0,1
17,2013-07-29,1,6291.12,834,1,0,0,1
17,2013-07-30,2,6088.98,651,1,0,0,1
17,2013-07-31,3,6311.48,839,1,0,0,1
17,2013-08-01,4,8768.64,1194,1,0,0,1
17,2013-08-02,5,9195.36,1071,1,0,0,1
17,2013-08-03,6,10703.36,1212,1,0,0,1
17,2013-08-04,7,0.0,0,0,0,0,1
17,2013-08-05,1,10642.08,1247,1,1,0,1
17,2013-08-06,2,9861.62,1247,1,1,0,1
17,2013-08-07,3,7708.55,848,1,1,0,1
17,2013-08-08,4,8359.45,997,1,1,0,1
17,2013-08-09,5,11363.07,1179,1,1,0,1
17,2013-08-10,6,9548.33,1013,1,1,0,1
17,2013-08-11,7,0.0,0,0,1,0,1
17,2013-08-12,1,8551.69,922,1,0,0,1
17,2013-08-13,2,7211.08,877,1,0,0,1
17,2013-08-14,3,7982.88,814,1,0,0,1
17,2013-08-15,4,7589.89,824,1,0,0,1
17,2013-08-16,5,10026.03,1156,1,0,0,1
17,2013-08-17,6,9380.07,1042,1,0,0,1
17,2013-08-18,7,0.0,0,0,0,0,1
17,2013-08-19,1,9972.4,1392,1,1,0,1
17,2013-08-20,2,8645.75,978,1,1,0,1
17,2013-08-21,3,6544.68,801,1,1,0,1
17,2013-08-22,4,8275.76,889,1,1,0,1
17,2013-08-23,5,10754.29,1328,1,1,0,1
17,2013-08-24,6,11195.57,1278,1,1,0,1
17,2013-08-25,7,0.0,0,0,1,0,1
17,2013-08-26,1,7167.89,760,1,0,0,1
17,2013-08-27,2,8005.81,1059,1,0,0,1
17,2013-08-28,3,6299.82,779,1,0,0,1
17,2013-08-29,4,6806.23,777,1,0,0,1
17,2013-08-30,5,11029.61,1193,1,0,0,1
17,2013-08-31,6,8755.29,1262,1,0,0,1
17,2013-09-01,7,0.0,0,0,0,0,0
17,2013-09-02,1,10864.63,1036,1,1,0,0
17,2013-09-03,2,8111.67,907,1,1,0,0
17,2013-09-04,3,7983.82,886,1,1,0,0
17,2013-09-05,4,9586.49,959,1,1,0,0
17,2013-09-06,5,10760.24,1390,1,1,0,0
17,2013-09-07,6,12333.61,1372,1,1,0,0
17,2013-09-08,7,0.0,0,0,1,0,0
17,2013-09-09,1,7648.82,935,1,0,0,0
17,2013-09-10,2,7576.83,786,1,0,0,0
17,2013-09-11,3,6220.22,700,1,0,0,0
17,2013-09-12,4,7187.68,776,1,0,0,0
17,2013-09-13,5,7960.24,949,1,0,0,0
17,2013-09-14,6,8987.54,1065,1,0,0,0
17,2013-09-15,7,0.0,0,0,0,0,0
17,2013-09-16,1,9840.54,1022,1,1,0,0
17,2013-09-17,2,9307.14,1079,1,1,0,0
17,2013-09-18,3,9683.44,1475,1,1,0,0
17,2013-09-19,4,7969.45,816,1,1,0,0
17,2013-09-20,5,11915.18,1397,1,1,0,0
17,2013-09-21,6,9940.89,1059,1,1,0,0
17,2013-09-22,7,0.0,0,0,1,0,0
17,2013-09-23,1,7698.75,811,1,0,0,0
17,2013-09-24,2,6786.29,834,1,0,0,0
17,2013-09-25,3,5276.3,579,1,0,0,0
17,2013-09-26,4,7540.42,871,1,0,0,0
17,2013-09-27,5,9553.54,1350,1,0,0,0
17,2013-09-28,6,9680.35,1138,1,0,0,0
17,2013-09-29,7,0.0,0,0,0,0,0
17,2013-09-30,1,9065.9,1014,1,1,0,0
17,2013-10-01,2,7921.04,895,1,1,0,0
17,2013-10-02,3,7614.29,877,1,1,0,0
17,2013-10-03,4,6732.87,782,1,1,a,0
17,2013-10-04,5,8874.34,990,1,1,0,0
17,2013-10-05,6,8687.89,884,1,1,0,0
17,2013-10-06,7,0.0,0,0,1,0,0
17,2013-10-07,1,8458.35,1112,1,0,0,0
17,2013-10-08,2,5818.57,688,1,0,0,0
17,2013-10-09,3,5608.74,630,1,0,0,0
17,2013-10-10,4,8151.64,951,1,0,0,0
17,2013-10-11,5,6469.42,635,1,0,0,0
17,2013-10-12,6,9145.02,1074,1,0,0,0
17,2013-10-13,7,0.0,0,0,0,0,0
17,2013-10-14,1,7391.59,772,1,1,0,0
17,2013-10-15,2,8038.17,910,1,1,0,0
17,2013-10-16,3,6296.06,702,1,1,0,0
17,2013-10-17,4,8241.91,927,1,1,0,0
17,2013-10-18,5,10466.54,1230,1,1,0,0
17,2013-10-19,6,10357.96,1108,1,1,0,0
17,2013-10-20,7,0.0,0,0,1,0,0
17,2013-10-21,1,7458.17,787,1,0,0,0
17,2013-10-22,2,6589.52,822,1,0,0,0
17,2013-10-23,3,6695.95,788,1,0,0,0
17,2013-10-24,4,6789.19,775,1,0,0,0
17,2013-10-25,5,8746.76,972,1,0,0,0
17,2013-10-26,6,7127.92,856,1,0,0,0
17,2013-10-27,7,0.0,0,0,0,0,0
17,2013-10-28,1,8661.08,990,1,1,0,0
17,2013-10-29,2,8214.71,853,1,1,0,0
17,2013-10-30,3,6600.0,920,1,1,0,0
17,2013-10-31,4,8944.29,1247,1,1,0,0
17,2013-11-01,5,12481.73,1506,1,1,0,0
17,2013-11-02,6,11437.84,1432,1,1,0,0
17,2013-11-03,7,0.0,0,0,1,0,0
17,2013-11-04,1,7601.73,1063,1,0,0,0
17,2013-11-05,2,7893.49,995,1,0,0,0
17,2013-11-06,3,8498.94,916,1,0,0,0
17,2013-11-07,4,8115.8,1128,1,0,0,0
17,2013-11-08,5,8960.32,1092,1,0,0,0
17,2013-11-09,6,10137.0,1360,1,0,0,0
17,2013-11-10,7,0.0,0,0,0,0,0
17,2013-11-11,1,10889.05,1329,1,1,0,0
17,2013-11-12,2,7265.09,719,1,1,0,0
17,2013-11-13,3,9292.91,1200,1,1,0,0
17,2013-11-14,4,8981.05,1033,1,1,0,0
17,2013-11-15,5,9911.25,1278,1,1,0,0
17,2013-11-16,6,10711.89,1366,1,1,0,0
17,2013-11-17,7,0.0,0,0,1,0,0
17,2013-11-18,1,8909.55,918,1,0,0,0
17,2013-11-19,2,7808.67,1114,1,0,0,0
17,2013-11-20,3,6661.7,807,1,0,0,0
17,2013-11-21,4,8184.29,1115,1,0,0,0
17,2013-11-22,5,8978.68,943,1,0,0,0
17,2013-11-23,6,11490.28,1561,1,0,0,0
17,2013-11-24,7,0.0,0,0,0,0,0
17,2013-11-25,1,8917.04,934,1,1,0,0
17,2013-11-26,2,9943.87,1218,1,1,0,0
17,2013-11-27,3,8267.03,971,1,1,0,0
17,2013-11-28,4,7622.28,970,1,1,0,0
17,2013-11-29,5,10563.0,1224,1,1,0,0
17,2013-11-30,6,0.0,0,0,1,0,0
17,2013-12-01,7,0.0,0,0,1,0,0
